Genero,Region,Campus,Escuela,Programa_Ini,PrepaTEC,PAA,PNA,P_Beca,P_Prestamo,Life,PI,Experiencia,TOEFL,Promedio_Gr,Sueldo_Real
Femenino,RM,MTY,EN,LCPF,NO,1311.0,82.0,0.2,0.2,Si,NO,Sí,550.0,96103.0,25000.0
Masculino,RM,SAL,EIC,IMT,NO,1433.0,97.0,0.2,0.0,Si,NO,Sí,550.0,91424.0,12000.0
Femenino,RM,SAL,EN,LIN,NO,1431.0,90.0,0.2,0.2,No,NO,Sí,557.0,93087.0,24000.0
Femenino,RM,SAL,EN,LAE,NO,1486.0,98.0,0.2,0.0,Si,NO,Sí,550.0,97413.0,23000.0
Masculino,RM,MTY,EIC,ITC,NO,1343.0,80.0,0.0,0.0,No,SI,Sí,600.0,86236.0,28000.0
Masculino,RO,GDL,EIC,IBT,SI,1487.0,87.0,0.0,0.0,Si,NO,Sí,550.0,82373.0,21240.0
Femenino,RCM,CEM,EN,LMC,NO,1469.0,89.0,0.0,0.3,No,NO,Sí,550.0,86453.0,29000.0
Masculino,RO,AGS,EIC,IMT,NO,1274.0,94.0,0.2,0.2,Si,SI,Sí,550.0,84382.0,0.0
Femenino,RO,AGS,EN,LAE,SI,1487.0,87.0,0.25,0.35,No,NO,Sí,617.0,89.41,8000.0
Femenino,RCS,QRO,EN,LIN,SI,1390.0,90.0,0.0,0.3,No,SI,Sí,550.0,93196.0,16000.0
Femenino,RO,AGS,EIC,IIS,SI,1487.0,89.0,0.3,0.3,No,SI,Sí,570.0,91483.0,22500.0
Masculino,RCM,CSF,ECSG,LEF,SI,1487.0,86.0,0.0,0.0,Si,NO,Sí,550.0,84293.0,10000.0
Masculino,RCM,CSF,EN,LAF,SI,1487.0,86.0,0.15,0.25,No,NO,Sí,550.0,90543.0,8000.0
Masculino,RO,GDL,EN,LAF,SI,1487.0,89.0,0.2,0.25,Si,SI,Sí,570.0,89839.0,10000.0
Femenino,RO,AGS,EN,LAE,SI,1487.0,83.0,0.25,0.25,Si,SI,No,550.0,87833.0,10000.0
Masculino,RO,AGS,EN,LAE,SI,1487.0,82.0,0.1,0.15,Si,SI,Sí,600.0,86464.0,15000.0
Masculino,RM,MTY,EN,LAE,SI,1487.0,83.0,0.0,0.0,No,NO,Sí,650.0,97821.0,32000.0
Femenino,RM,MTY,EIC,IME,SI,1487.0,87.0,0.0,0.0,Si,NO,Sí,583.0,85015.0,24000.0
Masculino,RCS,TAM,EIC,IMT,SI,1549.0,95.0,0.2,0.0,Si,SI,Sí,677.0,93459.0,29115.0
Masculino,RCS,TAM,EN,LIN,SI,1487.0,82.0,0.3,0.3,Si,NO,Sí,550.0,89785.0,40000.0
Masculino,RCS,QRO,EIC,IMA,SI,1487.0,87.0,0.3,0.0,No,SI,Sí,550.0,88813.0,23000.0
Femenino,RCS,TAM,EN,LAE,SI,1487.0,89.0,0.3,0.3,Si,SI,Sí,567.0,94214.0,20000.0
Masculino,RCS,TAM,EIC,IIS,NO,1475.0,87.0,0.25,0.25,No,SI,Sí,600.0,87693.0,20000.0
Femenino,RCS,TAM,EIC,IIS,SI,1436.0,95.0,0.5,0.0,Si,NO,Sí,630.0,95.7,18000.0
Masculino,RCS,TAM,EIC,ITI,SI,1487.0,84.0,0.15,0.15,No,SI,Sí,550.0,85947.0,14000.0
Masculino,RCS,TAM,EN,LAE,SI,1487.0,88.0,0.0,0.0,No,NO,Sí,557.0,92946.0,8000.0
Femenino,RCS,TAM,EN,LDN,SI,1487.0,84.0,0.25,0.25,Si,SI,Sí,550.0,90716.0,15000.0
Femenino,RCS,TAM,EN,LAE,SI,1393.0,91.0,0.25,0.25,No,SI,Sí,623.0,93053.0,16000.0
Masculino,RCS,TAM,EN,LIN,SI,1487.0,80.0,0.3,0.3,Si,SI,Sí,550.0,87157.0,18000.0
Femenino,RCS,QRO,EHE,LCMD,SI,1455.0,93.0,0.35,0.35,Si,SI,Sí,610.0,94186.0,18000.0
Femenino,RCS,TAM,EN,LAE,SI,1487.0,88.0,0.25,0.25,No,NO,Sí,577.0,93875.0,10000.0
Femenino,RCS,QRO,EN,LAE,SI,1487.0,88.0,0.25,0.25,Si,SI,No,563.0,91053.0,16500.0
Femenino,RCS,TAM,EIC,ITI,SI,1487.0,90.0,0.15,0.3,Si,SI,Sí,550.0,84754.0,26400.0
Masculino,RCS,TAM,EIC,IIS,SI,1328.0,93.0,0.25,0.3,Si,SI,Sí,550.0,91525.0,30000.0
Masculino,RCS,TAM,EIC,IIS,SI,1381.0,92.0,0.25,0.25,Si,SI,Sí,623.0,93.35,15000.0
Femenino,RCM,CSF,EN,LAE,SI,1487.0,89.0,0.35,0.25,Si,NO,Sí,550.0,91446.0,16000.0
Masculino,RM,MTY,EIC,IC,NO,1390.0,74.0,0.0,0.0,No,NO,No,550.0,81445.0,11500.0
Femenino,RCS,TAM,EIC,ITI,NO,1361.0,99.0,0.25,0.0,Si,SI,Sí,550.0,90483.0,18000.0
Masculino,RCS,TAM,EN,LDN,NO,1328.0,77.0,0.2,0.2,No,SI,Sí,570.0,92203.0,10000.0
Masculino,RCS,TAM,EIC,ITI,NO,1559.0,100.0,0.8,0.0,Si,NO,Sí,647.0,97333.0,22000.0
Masculino,RCS,TAM,EIC,ITI,NO,1487.0,90.0,0.2,0.2,No,NO,No,550.0,92637.0,13000.0
Masculino,RCS,TAM,EIC,ITI,NO,1487.0,90.0,0.5,0.0,No,SI,Sí,613.0,95877.0,23500.0
Masculino,RM,MTY,EN,LAE,NO,1487.0,90.0,0.35,0.25,No,NO,Sí,550.0,87118.0,28000.0
Masculino,RCS,TAM,EIC,ITI,NO,1496.0,76.0,0.25,0.25,Si,SI,Sí,550.0,91.21,18900.0
Femenino,RCS,TAM,EIC,IIS,NO,1487.0,90.0,0.5,0.0,No,SI,Sí,617.0,96783.0,21000.0
Femenino,RCS,TAM,EIC,IIS,NO,1401.0,100.0,0.2,0.0,Si,NO,Sí,550.0,93225.0,12500.0
Masculino,RCS,TAM,EIC,IMT,NO,1458.0,92.0,0.4,0.3,No,SI,Sí,550.0,90387.0,22500.0
Masculino,RCS,TAM,EIC,IIS,NO,1496.0,99.0,0.2,0.0,Si,SI,Sí,550.0,92366.0,18000.0
Masculino,RCS,TAM,EIC,ITI,NO,1419.0,87.0,0.3,0.3,No,SI,Sí,557.0,91824.0,13920.0
Femenino,RCM,CCM,EN,LCPF,NO,1477.0,97.0,0.0,0.0,No,NO,Sí,550.0,91218.0,0.0
Femenino,RCS,CVA,EN,LMC,NO,1350.0,87.0,0.25,0.0,Si,NO,No,577.0,84904.0,18000.0
Femenino,RCS,CVA,EIC,IDS,SI,1444.0,93.0,0.55,0.0,Si,SI,Sí,657.0,92966.0,8500.0
Masculino,RCS,CVA,EN,LIN,SI,1487.0,90.0,0.0,0.2,Si,NO,Sí,580.0,84724.0,12000.0
Femenino,RCS,CVA,EIC,IMT,SI,1487.0,89.0,0.35,0.35,No,SI,Sí,600.0,89967.0,18000.0
Masculino,RCS,CVA,EIC,IDS,NO,1518.0,96.0,0.5,0.0,Si,NO,Sí,627.0,90983.0,22000.0
Masculino,RCS,PUE,EIC,ITC,SI,1487.0,84.0,0.0,0.4,Si,NO,Sí,617.0,87736.0,40000.0
Femenino,RCS,CVA,EIC,ITC,SI,1487.0,90.0,0.2,0.2,Si,SI,Sí,600.0,93456.0,37000.0
Femenino,RCS,CVA,EN,LIN,SI,1487.0,84.0,0.0,0.0,No,SI,Sí,627.0,90375.0,18000.0
Masculino,RCS,CVA,EIC,IMT,SI,1487.0,89.0,0.2,0.2,Si,NO,Sí,620.0,90327.0,6000.0
Femenino,RCS,CVA,EIC,IIS,SI,1487.0,84.0,0.0,0.0,No,NO,Sí,550.0,86727.0,6000.0
Femenino,RCS,CVA,EN,LMC,SI,1487.0,90.0,0.25,0.25,Si,NO,Sí,603.0,96796.0,11000.0
Masculino,RCM,CCM,EHE,LCMD,NO,1380.0,89.0,0.2,0.2,Si,NO,Sí,600.0,92.8,25000.0
Masculino,RCM,CSF,EIC,IIS,SI,1487.0,83.0,0.0,0.1,Si,NO,No,550.0,85843.0,14000.0
Masculino,RCS,CVA,EIC,IMT,NO,1294.0,97.0,0.0,0.4,No,NO,Sí,550.0,83.16,0.0
Femenino,RM,MTY,EN,LAF,SI,1530.0,94.0,0.6,0.25,Si,NO,Sí,600.0,97142.0,32000.0
Femenino,RCS,CVA,EN,LMC,SI,1487.0,86.0,0.2,0.2,Si,SI,Sí,593.0,94118.0,15000.0
Femenino,RCS,CVA,EIC,IIS,SI,1487.0,90.0,0.3,0.0,No,NO,Sí,583.0,92966.0,25000.0
Femenino,RCM,CSF,EN,LMC,SI,1487.0,88.0,0.15,0.15,No,SI,Sí,627.0,94033.0,20000.0
Femenino,RCS,CVA,EN,LAF,SI,1508.0,92.0,0.5,0.0,Si,SI,Sí,557.0,95464.0,12300.0
Femenino,RM,MTY,EIC,INT,NO,1532.0,98.0,0.6,0.0,Si,NO,Sí,550.0,95456.0,19000.0
Masculino,RCS,CVA,EAAD,ARQ,NO,1487.0,99.0,0.35,0.35,Si,SI,Sí,537.0,90397.0,15000.0
Femenino,RCS,CVA,EIC,IMT,SI,1487.0,85.0,0.3,0.3,Si,SI,Sí,550.0,89575.0,25000.0
Masculino,RCS,CVA,EIC,IIS,NO,1458.0,89.0,0.15,0.15,No,SI,No,623.0,88015.0,10000.0
Femenino,RCS,CVA,EN,LAE,NO,1365.0,88.0,0.25,0.25,Si,NO,Sí,550.0,91.0,15000.0
Masculino,RCS,CVA,EIC,IIS,NO,1241.0,85.0,0.25,0.25,No,NO,Sí,550.0,85028.0,32500.0
Masculino,RCS,CVA,EIC,ITC,NO,1468.0,90.0,0.65,0.25,Si,NO,Sí,550.0,87095.0,38000.0
Masculino,RCS,CVA,EIC,ITC,NO,1332.0,89.0,0.0,0.0,Si,NO,Sí,550.0,84112.0,17800.0
Femenino,RCS,CVA,EN,LMC,NO,1460.0,77.0,0.1,0.0,Si,SI,Sí,563.0,91.7,23000.0
Femenino,RCS,CVA,EIC,IIS,NO,1337.0,90.0,0.25,0.35,Si,NO,Sí,550.0,91492.0,15000.0
Femenino,RCM,CCM,EHE,LCMD,NO,1432.0,98.0,0.5,0.0,Si,NO,Sí,550.0,95559.0,16000.0
Masculino,RCS,CVA,EN,LAE,NO,1453.0,98.0,0.5,0.0,Si,NO,Sí,550.0,96051.0,18000.0
Masculino,RCS,CVA,EIC,IMT,NO,1530.0,94.0,0.6,0.1,Si,NO,Sí,593.0,88937.0,18000.0
Femenino,RCS,CVA,EN,LMC,NO,1398.0,86.0,0.1,0.1,Si,SI,Sí,550.0,95557.0,15000.0
Masculino,RCS,CVA,EIC,IMT,NO,1509.0,99.0,0.2,0.0,Si,SI,Sí,640.0,98836.0,8000.0
Femenino,RCS,CVA,EN,LIN,NO,1440.0,100.0,0.2,0.0,Si,NO,Sí,550.0,98333.0,11444.0
Masculino,RCS,CVA,EIC,IIS,NO,1475.0,88.0,0.1,0.2,Si,NO,Sí,537.0,90317.0,14000.0
Masculino,RM,MTY,EIC,ITC,NO,1489.0,99.0,0.7,0.0,Si,NO,Sí,637.0,91983.0,22000.0
Femenino,RM,MTY,EN,LAF,NO,1516.0,90.0,0.8,0.0,No,SI,Sí,613.0,96666.0,60000.0
Femenino,RO,AGS,EN,LAE,NO,1418.0,98.0,0.2,0.0,No,SI,Sí,550.0,96203.0,21000.0
Masculino,RM,MTY,EN,LAF,NO,1477.0,76.0,0.0,0.2,No,SI,Sí,560.0,83639.0,28250.0
Masculino,RM,MTY,ECSG,LRI,SI,1487.0,85.0,0.25,0.25,Si,SI,Sí,617.0,91079.0,16000.0
Femenino,RCS,PUE,EIC,IIS,NO,1354.0,88.0,0.3,0.4,Si,NO,No,550.0,90765.0,4500.0
Masculino,RCS,PUE,EIC,ISD,NO,1484.0,97.0,0.25,0.25,No,NO,Sí,550.0,90709.0,10000.0
Femenino,RCM,CSF,EIC,IDS,SI,1487.0,89.0,0.0,0.0,No,NO,Sí,583.0,88819.0,25000.0
Femenino,RCS,PUE,EAAD,LDI,SI,1354.0,91.0,0.4,0.4,Si,NO,Sí,550.0,96589.0,9450.0
Femenino,RCM,CSF,EIC,IIS,SI,1487.0,82.0,0.0,0.0,No,SI,Sí,557.0,87737.0,100000.0
Masculino,RCS,PUE,EIC,ITC,NO,1352.0,86.0,0.0,0.0,Si,SI,Sí,550.0,82287.0,65000.0
Masculino,DR,VER,EIC,IIS,NO,1487.0,80.0,0.0,0.0,No,NO,Sí,550.0,82295.0,13500.0
Masculino,RO,GDL,EIC,IIS,NO,1487.0,90.0,0.5,0.0,No,NO,Sí,550.0,90393.0,13230.0
Masculino,RM,MTY,EIC,IIS,NO,1427.0,77.0,0.0,0.0,No,SI,Sí,550.0,85926.0,18000.0
Masculino,RCS,PUE,EIC,ISD,NO,1487.0,90.0,0.0,0.0,No,NO,Sí,550.0,83265.0,23800.0
Masculino,DR,VER,EIC,IIS,NO,1207.0,84.0,0.0,0.0,Si,NO,Sí,550.0,88825.0,10000.0
Masculino,RCS,PUE,EIC,ITC,NO,1387.0,87.0,0.15,0.0,No,NO,Sí,550.0,88114.0,22000.0
Masculino,RO,CHI,EIC,ITI,NO,1487.0,86.0,0.0,18880.0,No,NO,Sí,520.0,88746.0,2500.0
Masculino,RO,CHI,EN,LAF,NO,1487.0,76.0,0.0,15860.0,No,NO,Sí,570.0,78.6,8000.0
Femenino,RO,GDL,EN,LAF,NO,1489.0,85.0,0.25,0.25,Si,NO,No,550.0,88.59,12000.0
Masculino,RO,CHI,EIC,IC,NO,1343.0,78.0,0.0,0.0,No,NO,Sí,580.0,82867.0,0.0
Masculino,RO,CHI,EIC,IMA,NO,1487.0,90.0,0.0,0.0,Si,SI,Sí,550.0,91698.0,12650.0
Masculino,RO,CHI,EIC,IMT,NO,1360.0,93.0,0.35,0.35,Si,NO,No,550.0,88149.0,22000.0
Masculino,RM,MTY,EN,LAF,NO,1437.0,90.0,0.15,0.15,No,SI,Sí,600.0,89238.0,22000.0
Femenino,RO,CHI,EN,LDN,NO,1329.0,91.0,0.4,0.0,Si,SI,Sí,563.0,88131.0,10000.0
Masculino,RO,CHI,EIC,IMT,NO,1409.0,99.0,0.5,0.1,No,NO,Sí,550.0,94721.0,18213.0
Masculino,RO,CHI,EN,LAF,NO,1500.0,100.0,0.7,0.0,No,NO,Sí,550.0,99089.0,27000.0
Masculino,RO,CHI,ECSG,LED,NO,1485.0,81.0,0.65,0.0,Si,NO,Sí,550.0,86166.0,20000.0
Masculino,RO,CHI,EIC,IC,NO,1438.0,88.0,0.4,0.0,Si,SI,Sí,580.0,92081.0,12000.0
Femenino,RO,CHI,EN,LAE,NO,1223.0,86.0,0.0,0.0,No,NO,Sí,550.0,89333.0,0.0
Masculino,RO,CHI,ECSG,LED,NO,1486.0,90.0,0.7,0.0,Si,SI,Sí,550.0,91754.0,5000.0
Femenino,RM,MTY,EIC,IQA,NO,1371.0,94.0,0.0,0.0,No,NO,Sí,613.0,94114.0,15000.0
Masculino,RO,CHI,EN,LAF,NO,1497.0,88.0,0.35,0.35,No,NO,Sí,550.0,95089.0,14000.0
Femenino,RO,CHI,ECSG,LED,NO,1377.0,94.0,0.0,0.0,No,NO,Sí,550.0,93224.0,4000.0
Masculino,RCM,CCM,EN,LCPF,NO,1519.0,92.0,0.2,0.2,No,NO,No,627.0,89698.0,18000.0
Masculino,RO,CHI,EN,LAF,NO,1323.0,86.0,0.0,0.0,No,SI,Sí,600.0,90122.0,12000.0
Femenino,RO,CHI,ECSG,LED,SI,1487.0,87.0,0.0,0.0,Si,NO,Sí,600.0,92232.0,40000.0
Femenino,RO,CHI,ECSG,LED,SI,1452.0,90.0,0.7,0.0,Si,SI,Sí,550.0,95875.0,24500.0
Masculino,RO,CHI,EIC,ITC,SI,1487.0,87.0,0.25,0.25,No,NO,Sí,577.0,91.21,31000.0
Masculino,RCS,SLP,EIC,IMT,NO,1189.0,70.0,0.0,0.4,No,NO,Sí,550.0,77256.0,36000.0
Masculino,RCS,SLP,EIC,IMT,NO,1487.0,90.0,0.05,0.25,No,NO,Sí,550.0,86587.0,22000.0
Masculino,RM,MTY,EIC,IMT,NO,1487.0,90.0,0.2,0.4,No,SI,Sí,550.0,83292.0,15000.0
Masculino,RO,AGS,EN,LIN,NO,1374.0,82.0,0.35,0.25,No,SI,Sí,550.0,88.75,0.0
Masculino,RO,AGS,EN,LIN,NO,1347.0,85.0,0.2,0.2,Si,SI,Sí,570.0,90241.0,18000.0
Masculino,RO,GDL,EIC,ISC,NO,1465.0,100.0,0.2,0.0,Si,SI,Sí,550.0,87378.0,126660.0
Femenino,RO,GDL,EN,LCDE,NO,1202.0,87.0,0.0,0.1,Si,SI,Sí,550.0,87868.0,20010.0
Femenino,RO,GDL,EN,LCPF,NO,1402.0,96.0,0.0,0.4,Si,NO,Sí,550.0,80641.0,70000.0
Masculino,RO,GDL,EN,LAF,NO,1359.0,84.0,0.0,0.0,Si,SI,Sí,550.0,80.46,24000.0
Femenino,RO,GDL,EIC,ITE,NO,1302.0,98.0,0.3,0.4,Si,NO,Sí,550.0,84541.0,16000.0
Masculino,RO,GDL,EIC,IIS,NO,1487.0,90.0,0.4,0.4,No,SI,Sí,570.0,90.0,17000.0
Masculino,RO,GDL,EIC,ITE,NO,1413.0,92.0,0.0,0.0,No,SI,Sí,600.0,91344.0,37000.0
Masculino,RO,GDL,EIC,IMT,NO,1351.0,91.0,0.0,0.15,Si,SI,Sí,550.0,81328.0,18000.0
Masculino,RO,GDL,EN,LCPF,NO,1193.0,90.0,0.0,0.0,Si,SI,Sí,550.0,85983.0,9000.0
Masculino,RO,GDL,EN,LAF,NO,1239.0,85.0,0.0,0.0,No,NO,Sí,570.0,80666.0,30000.0
Masculino,RO,GDL,EN,LAE,NO,1322.0,82.0,0.0,0.0,No,SI,Sí,600.0,81112.0,8000.0
Masculino,RO,GDL,EN,LAE,NO,1358.0,98.0,0.8,0.0,Si,NO,Sí,550.0,91967.0,12000.0
Masculino,RO,GDL,EN,LAE,NO,1248.0,97.0,0.8,0.0,No,NO,Sí,550.0,87854.0,18000.0
Masculino,RO,GDL,EN,LAF,NO,1336.0,84.0,0.0,0.4,Si,NO,Sí,600.0,79.46,17000.0
Masculino,RO,GDL,EIC,IIS,NO,1487.0,90.0,0.0,0.25,No,SI,Sí,550.0,82632.0,20000.0
Masculino,RO,GDL,EIC,IMT,NO,1392.0,83.0,0.0,0.4,Si,SI,Sí,570.0,82257.0,20000.0
Masculino,RO,GDL,EIC,IC,NO,1210.0,94.0,0.0,0.0,Si,SI,Sí,550.0,79831.0,2863.0
Masculino,RCS,QRO,EIC,IA,NO,1341.0,86.0,0.0,0.0,No,SI,Sí,550.0,89772.0,25000.0
Masculino,RO,GDL,EIC,IMD,NO,1331.0,94.0,0.2,0.2,Si,NO,Sí,550.0,88016.0,11000.0
Masculino,RO,GDL,EN,LLN,NO,1316.0,79.0,0.0,0.0,No,NO,Sí,550.0,81523.0,15000.0
Masculino,RO,GDL,EIC,ISC,NO,1401.0,90.0,0.0,0.0,No,NO,No,600.0,80.39,50000.0
Femenino,RO,GDL,EIC,IMT,NO,1449.0,91.0,0.0,0.4,Si,NO,Sí,550.0,92629.0,10800.0
Femenino,RO,GDL,EN,LCPF,NO,1418.0,99.0,0.35,0.25,No,NO,No,550.0,88333.0,15000.0
Femenino,RO,GDL,EN,LAF,NO,1363.0,93.0,0.4,0.0,Si,SI,Sí,550.0,88033.0,32000.0
Masculino,RO,GDL,EN,LIN,NO,1311.0,94.0,0.15,0.15,Si,NO,Sí,550.0,89035.0,18000.0
Masculino,RO,GDL,EN,LAF,NO,1409.0,86.0,0.0,0.0,No,SI,Sí,600.0,92671.0,23000.0
Masculino,RO,GDL,EN,LCPF,NO,1347.0,96.0,0.1,0.1,Si,NO,No,600.0,91857.0,11000.0
Masculino,RO,GDL,EIC,IIS,NO,1500.0,99.0,0.5,0.0,No,SI,Sí,600.0,94.75,28000.0
Masculino,RO,GDL,EIC,IIS,NO,1478.0,87.0,0.0,0.0,No,SI,Sí,537.0,86145.0,24000.0
Masculino,RO,GDL,EIC,IIS,NO,1276.0,82.0,0.0,0.0,No,SI,Sí,537.0,84573.0,1.0
Femenino,RO,GDL,EN,LIN,NO,1543.0,97.0,0.6,0.1,Si,NO,Sí,600.0,94017.0,21000.0
Femenino,RO,GDL,EIC,IIS,NO,1476.0,99.0,0.25,0.25,No,NO,Sí,600.0,88333.0,19000.0
Femenino,RO,GDL,EIC,ISC,NO,1487.0,90.0,0.6,0.0,Si,NO,Sí,600.0,96701.0,22000.0
Femenino,RO,GDL,ECSG,LRI,NO,1449.0,96.0,0.3,0.3,No,NO,Sí,647.0,92214.0,17500.0
Masculino,RO,GDL,EIC,IC,NO,1314.0,85.0,0.25,0.25,Si,SI,Sí,550.0,89016.0,10000.0
Masculino,RO,GDL,EIC,ISC,NO,1487.0,90.0,0.4,0.4,Si,NO,Sí,550.0,91561.0,200000.0
Femenino,RO,GDL,EN,LIN,NO,1440.0,92.0,0.2,0.0,No,SI,Sí,550.0,91163.0,13500.0
Femenino,RO,GDL,EIC,ISC,NO,1548.0,97.0,0.6,0.0,Si,NO,Sí,600.0,93.05,25000.0
Masculino,RO,GDL,EN,LAF,NO,1420.0,100.0,0.4,0.1,Si,SI,Sí,550.0,95125.0,22000.0
Masculino,RO,GDL,EIC,IBT,NO,1226.0,84.0,0.0,0.0,No,NO,Sí,547.0,85714.0,13350.0
Femenino,RO,GDL,EN,LLN,NO,1489.0,85.0,0.0,0.1,Si,SI,No,550.0,85766.0,8500.0
Femenino,RO,GDL,EN,LAE,NO,1402.0,99.0,0.0,0.0,No,SI,Sí,600.0,97238.0,70400.0
Masculino,RO,GDL,EN,LAF,NO,1424.0,83.0,0.0,0.0,No,SI,Sí,550.0,88456.0,16000.0
Masculino,RO,GDL,EIC,ITE,NO,1539.0,99.0,0.6,0.0,No,NO,Sí,600.0,94491.0,24000.0
Masculino,RO,GDL,EIC,ITE,NO,1538.0,93.0,0.6,0.0,Si,NO,Sí,550.0,91049.0,200000.0
Femenino,RO,GDL,EN,LLN,NO,1381.0,88.0,0.4,0.0,Si,NO,Sí,550.0,85315.0,10000.0
Masculino,RO,GDL,EIC,IIS,NO,1541.0,99.0,0.0,0.0,No,SI,Sí,600.0,94333.0,23624.0
Femenino,RO,GDL,EN,LEM,NO,1370.0,100.0,0.0,0.0,No,NO,No,550.0,91981.0,20000.0
Masculino,RO,GDL,EIC,IMD,NO,1478.0,82.0,0.15,0.15,Si,NO,Sí,550.0,89762.0,26500.0
Masculino,RO,GDL,EN,LCPF,NO,1480.0,100.0,0.2,0.0,Si,NO,Sí,550.0,96152.0,10000.0
Femenino,RO,GDL,EIC,IIS,NO,1469.0,93.0,0.0,0.0,No,SI,Sí,600.0,88417.0,30000.0
Femenino,RO,GDL,EAAD,LAD,NO,1474.0,98.0,0.4,0.4,No,NO,No,550.0,95642.0,10000.0
Femenino,RO,GDL,EN,LIN,NO,1353.0,93.0,0.05,0.35,No,NO,Sí,550.0,85807.0,18000.0
Masculino,RO,GDL,EN,LAF,NO,1259.0,93.0,0.0,0.4,No,SI,Sí,550.0,91.35,25000.0
Masculino,RO,GDL,EN,LCDE,NO,1323.0,87.0,0.0,0.0,No,NO,No,600.0,80233.0,12000.0
Femenino,RO,GDL,EN,LEM,NO,1256.0,83.0,0.0,0.0,No,SI,Sí,550.0,89.21,10000.0
Femenino,RO,GDL,ECSG,LRI,NO,1208.0,83.0,0.45,0.25,No,SI,Sí,600.0,91896.0,80000.0
Masculino,RO,GDL,EIC,ISC,NO,1446.0,95.0,0.0,0.0,Si,NO,Sí,600.0,93684.0,20000.0
Masculino,RCM,CCM,EN,LAF,SI,1413.0,91.0,0.0,0.1,Si,SI,No,633.0,91258.0,0.0
Masculino,RM,MTY,EIC,IMT,SI,1542.0,90.0,0.25,0.25,No,NO,Sí,657.0,86593.0,35000.0
Masculino,RCM,CSF,EIC,ITC,SI,1487.0,87.0,0.0,0.0,No,SI,Sí,577.0,86711.0,0.0
Femenino,RCM,CCM,EIC,IME,NO,1380.0,89.0,0.0,0.0,No,NO,No,620.0,78146.0,75000.0
Femenino,RCM,CCM,EIC,IMD,NO,1498.0,86.0,0.0,0.0,Si,NO,Sí,550.0,80.5,12000.0
Masculino,RCM,CCM,EIC,IMT,NO,1310.0,86.0,0.0,0.0,Si,SI,Sí,550.0,87772.0,18000.0
Masculino,RCM,CCM,EIC,ITC,NO,1538.0,90.0,0.0,0.0,Si,SI,Sí,677.0,95879.0,26500.0
Masculino,RCS,PUE,EIC,IC,NO,1469.0,89.0,0.1,0.0,No,SI,Sí,550.0,92338.0,17000.0
Femenino,RCM,CCM,EIC,ITC,NO,1348.0,93.0,0.2,0.3,Si,NO,Sí,550.0,88838.0,21000.0
Femenino,RCM,CCM,EN,LAE,NO,1360.0,90.0,0.0,0.0,Si,NO,Sí,550.0,89416.0,16900.0
Femenino,RCM,CCM,EN,LMC,NO,1359.0,89.0,0.25,0.35,Si,SI,Sí,550.0,91.19,7000.0
Masculino,RCM,CSF,EN,LMC,NO,1213.0,83.0,0.0,0.0,Si,NO,No,553.0,83515.0,15000.0
Masculino,RCM,CCM,EIC,IMT,NO,1341.0,85.0,0.0,0.0,No,SI,Sí,550.0,92078.0,15900.0
Masculino,RCM,CCM,EIC,IME,NO,1361.0,87.0,0.0,0.3,No,SI,Sí,550.0,80.72,8000.0
Masculino,RM,MTY,EIC,ITC,NO,1508.0,94.0,0.2,0.0,No,NO,Sí,550.0,84047.0,35000.0
Masculino,RCM,CCM,EN,LAF,NO,1332.0,80.0,0.0,0.0,No,NO,Sí,550.0,84546.0,22000.0
Masculino,RM,MTY,EIC,ITC,NO,1487.0,90.0,0.0,0.0,Si,NO,Sí,550.0,80375.0,0.0
Masculino,RCM,CCM,EN,LIN,NO,1225.0,87.0,0.45,0.25,No,NO,No,550.0,91622.0,20000.0
Femenino,RCM,CCM,EIC,IME,NO,1353.0,92.0,0.0,0.25,Si,NO,No,550.0,83184.0,11000.0
Femenino,RCM,CCM,EIC,IMD,NO,1317.0,85.0,0.0,0.0,Si,SI,Sí,540.0,82119.0,22000.0
Masculino,RM,MTY,EN,LAE,NO,1288.0,80.0,0.0,0.0,No,NO,Sí,550.0,81348.0,18000.0
Masculino,RCM,CCM,EN,LIN,NO,1371.0,77.0,0.9,0.0,No,NO,Sí,550.0,81.63,7000.0
Masculino,RCM,CCM,EHE,LCMD,NO,1487.0,90.0,0.0,0.0,No,NO,Sí,550.0,80656.0,8000.0
Femenino,RCM,CCM,EAAD,LDI,NO,1418.0,71.0,0.0,0.0,Si,SI,Sí,567.0,85203.0,6000.0
Masculino,RCM,CCM,EIC,IBT,NO,1247.0,80.0,0.0,0.0,No,SI,Sí,593.0,83014.0,22200.0
Masculino,RCM,CCM,EIC,IBT,NO,1398.0,74.0,0.0,0.0,Si,NO,Sí,560.0,80.25,25000.0
Femenino,RCM,CCM,EIC,IIS,NO,1395.0,98.0,0.9,0.0,No,SI,Sí,573.0,93725.0,20000.0
Masculino,RCM,CSF,ECSG,LED,NO,1328.0,98.0,0.35,0.35,No,SI,Sí,550.0,93672.0,52120.0
Masculino,RCM,CCM,EN,LCPF,NO,1332.0,75.0,0.0,0.0,No,SI,Sí,600.0,86586.0,11000.0
Masculino,RCM,CCM,EIC,ITC,NO,1445.0,95.0,0.9,0.0,Si,SI,Sí,650.0,94.21,25950.0
Femenino,RCM,CCM,EIC,IMD,NO,1291.0,94.0,0.0,0.0,Si,SI,No,597.0,89852.0,16000.0
