Foraneo,FGS,Rubrica_CyE,PromMate,Ingles,FTE,P_Beca,P_Prestamo,Retencion1erA,Prom1erSem,Prom2doSem,Prom1erA,Escuela_0,Escuela_1,Genero_Femenino,HijoMilitar_NO,HijoMilitar_SI,Prog_Lider_NO,Prog_Lider_SI
Local,No,0.0,81.5,4,1.0,0.0,0.0,1,90.4,91.7,90.80555556,0,1,1,1,0,1,0
Local,No,0.0,84.5,6,1.0,0.0,0.0,1,86.625,93.44444444,90.13888889,1,0,1,1,0,1,0
Local,No,0.0,92.0,7,1.0,0.15,0.15,1,92.57142857,94.125,93.72222222,0,1,1,1,0,1,0
Local,No,0.0,86.0,7,1.0,0.0,0.0,1,86.71428571,92.25,89.91666667,1,0,1,1,0,1,0
Local,No,0.0,94.0,7,1.0,0.4,0.0,1,96.0,97.75,96.97222222,1,0,1,1,0,1,0
SI: Nacional,No,31.0,94.5,6,0.9375,0.0,0.0,1,86.18181818,88.3,90.82857143,0,1,1,1,0,1,0
Local,No,0.0,97.0,4,1.0,0.15,0.15,1,91.3,93.3,91.66666667,0,1,1,1,0,1,0
Local,No,0.0,86.0,7,1.0,0.0,0.0,0,95.66666667,95.16666667,95.41666667,0,1,1,1,0,1,0
Local,No,0.0,92.0,7,1.0,0.4,0.0,1,91.11111111,95.8,93.52777778,0,1,1,1,0,1,0
Local,No,0.0,96.0,7,1.0,0.4,0.0,1,96.57142857,98.75,97.61111111,0,1,1,1,0,1,0
Local,No,0.0,94.5,7,1.0,0.0,0.0,1,93.33333333,95.4,94.27272727,0,1,1,1,0,1,0
Local,No,0.0,88.0,7,1.0,0.2,0.2,1,91.57142857,95.75,93.41666667,0,1,1,1,0,1,0
Local,No,0.0,95.0,7,1.0,0.0,0.0,1,98.0,97.0,98.08333333,0,1,1,0,1,1,0
Local,No,0.0,94.5,7,1.0,0.25,0.25,1,95.3,98.7,96.72222222,0,1,1,1,0,1,0
Local,Sí,0.0,92.5,4,1.0,0.0,0.0,1,92.2,95.6,93.5,0,1,1,1,0,1,0
Local,No,0.0,80.0,7,1.0,0.15,0.15,1,96.16666667,95.16666667,95.66666667,0,1,1,1,0,1,0
Local,No,0.0,88.0,7,1.0,0.0,0.0,1,70.375,88.71428571,80.86111111,1,0,1,1,0,1,0
SI: Nacional,No,0.0,72.0,5,1.104166667,0.0,0.0,1,83.7,77.7,87.0,0,1,1,1,0,1,0
Local,No,36.0,82.0,7,1.0,0.0,0.0,1,84.2,86.6,87.05555556,0,1,1,0,1,1,0
Local,No,0.0,75.0,7,1.0,0.0,0.0,1,90.6,89.9,89.97222222,0,1,1,1,0,1,0
SI: Nacional,No,44.0,100.0,7,1.0,0.0,0.0,1,96.3,93.1,93.88888889,0,1,1,0,1,1,0
Local,Sin información,0.0,88.5,4,1.0,0.0,0.0,1,94.16666667,95.0,94.58333333,0,1,1,1,0,1,0
Local,Sí,0.0,96.5,1,1.0,0.0,0.0,1,94.71428571,96.0,95.5,1,0,1,0,1,1,0
Local,No,0.0,77.0,2,1.0,0.0,0.25,1,87.28571429,94.125,91.02777778,1,0,1,1,0,1,0
Local,No,0.0,93.0,1,1.0,0.2,0.2,1,94.5,94.1,93.44444444,0,1,1,1,0,1,0
SI: Nacional,Sin información,0.0,77.0,1,1.0,0.0,0.0,1,81.75,91.44444444,86.41666667,1,0,1,0,1,1,0
Local,No,25.0,82.74521609790698,6,1.0,0.0,0.0,1,86.2,89.8,88.83333333,0,1,1,0,1,1,0
Local,No,0.0,92.0,7,1.0,0.0,0.0,1,94.57142857,93.625,94.30555556,0,1,1,0,1,1,0
Local,Sí,0.0,70.5,1,1.0,0.0,0.0,1,75.25,88.66666667,81.63888889,1,0,1,0,1,1,0
Local,No,0.0,79.5,3,1.0,0.0,0.0,1,78.875,83.22222222,82.89473684,1,0,1,1,0,1,0
Local,No,0.0,96.0,7,1.0,0.0,0.0,1,82.5,83.88888889,82.02631579,1,0,1,0,1,1,0
Local,Sí,0.0,95.0,1,1.0,0.0,0.0,1,91.42857143,96.25,95.05555556,1,0,1,0,1,1,0
Local,Sin información,0.0,93.0,7,1.0,0.0,0.0,1,92.0,95.5,93.75,1,0,1,0,1,1,0
Local,No,0.0,84.5,7,1.0,0.0,0.0,1,85.375,88.0,85.36363636,1,0,1,1,0,1,0
SI: Nacional,Sí,0.0,82.5,4,1.0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,0,1,1,0
Local,No,0.0,85.5,5,0.666666667,0.0,0.0,1,83.33333333,85.0,84.45454545,1,0,1,1,0,1,0
Local,No,0.0,83.5,4,0.9375,0.0,0.0,0,83.8,90.6,86.58974359,0,1,1,1,0,1,0
SI: Nacional,No,44.0,83.0,7,1.0,0.0,0.0,1,91.2,85.3,89.25,0,1,1,0,1,1,0
Local,No,0.0,71.5,7,1.0,0.0,0.0,1,75.625,77.0,77.25714286,1,0,1,1,0,1,0
Local,No,0.0,90.5,7,1.0,0.25,0.25,1,86.75,95.0,90.47222222,1,0,1,1,0,1,0
Local,Sí,0.0,82.22646484,7,1.0,0.0,0.0,0,92.57142857,92.75,92.91666667,0,1,1,0,1,1,0
Local,Sin información,0.0,74.5,7,1.0,0.0,0.0,1,92.6,92.55555556,93.36111111,0,1,1,1,0,1,0
SI: Nacional,No,0.0,72.0,3,1.104166667,0.0,0.0,1,82.0,84.7,87.02631579,0,1,1,1,0,1,0
Local,No,0.0,73.5,1,1.0,0.0,0.0,1,87.125,84.11111111,85.91666667,1,0,1,0,1,1,0
SI: Nacional,No,40.0,82.74521609790698,6,1.041666667,0.0,0.0,1,95.4,94.3,94.7027027,0,1,1,1,0,1,0
Local,No,0.0,84.0,4,1.0,0.9,0.0,1,88.375,93.33333333,91.30555556,1,0,1,1,0,1,0
Local,No,0.0,83.0,7,1.0,0.55,0.25,1,89.25,90.5,90.38888889,1,0,1,1,0,1,0
Local,Sí,0.0,75.5,3,1.0,0.0,0.0,1,88.28571429,91.875,89.83333333,1,0,1,1,0,1,0
Local,Sí,0.0,88.5,2,1.0,0.0,0.0,1,94.6,95.8,94.66666667,0,1,1,0,1,1,0
Local,Sí,0.0,84.5,7,1.0,0.0,0.0,1,92.2,93.11111111,92.94444444,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,4,1.0,0.9,0.0,1,78.28571429,76.75,75.97222222,1,0,1,1,0,1,0
SI: Nacional,No,0.0,97.0,7,1.0,0.0,0.0,1,93.42857143,90.875,92.77777778,1,0,1,0,1,1,0
Local,Sin información,0.0,70.0,7,1.0,0.9,0.0,1,93.57142857,97.33333333,96.64285714,1,0,1,1,0,1,0
Local,No,29.0,82.74521609790698,6,1.0,0.0,0.0,1,90.7,90.9,91.83333333,0,1,1,1,0,1,0
Local,No,0.0,82.0,1,1.0,0.0,0.0,1,94.0,95.625,95.25,1,0,1,0,1,1,0
Local,No,0.0,88.5,1,1.0,0.0,0.0,1,95.0,96.88888889,95.19444444,0,1,1,0,1,1,0
Local,No,0.0,86.5,1,1.0,0.0,0.0,1,85.5,88.33333333,86.91666667,0,1,1,0,1,1,0
Local,No,0.0,76.0,2,1.0,0.0,0.25,1,89.33333333,94.0,93.41666667,0,1,1,1,0,1,0
Local,Sí,0.0,72.5,4,1.0,0.0,0.25,0,87.1,92.8,91.08333333,0,1,1,1,0,1,0
Local,Sí,0.0,84.0,1,1.0,0.0,0.0,1,86.375,90.625,88.16666667,1,0,1,0,1,1,0
Local,Sí,0.0,83.5,4,1.0,0.0,0.0,1,94.6,93.18181818,92.58974359,0,1,1,0,1,1,0
Local,Sin información,0.0,90.0,7,1.0,0.0,0.0,1,90.375,96.22222222,92.66666667,1,0,1,1,0,1,0
Local,No,0.0,83.0,7,1.0,0.4,0.0,1,94.375,97.375,96.11111111,1,0,1,1,0,1,0
Local,No,0.0,79.5,7,1.0,0.0,0.0,1,90.5,92.6,91.27777778,0,1,1,1,0,1,0
Local,No,0.0,83.0,7,1.0,0.0,0.0,1,91.1,0.0,90.38888889,0,1,1,1,0,1,0
Local,No,0.0,85.0,7,1.0,0.0,0.0,1,90.28571429,90.125,90.86111111,1,0,1,1,0,1,0
Local,No,0.0,78.5,7,1.0,0.0,0.25,1,89.2,82.33333333,85.97222222,0,1,1,1,0,1,0
Local,No,0.0,84.5,7,1.0,0.0,0.0,1,87.125,88.375,89.55555556,1,0,1,1,0,1,0
SI: Nacional,Sí,0.0,76.0,7,1.0,0.0,0.0,1,88.5,92.2,91.30555556,0,1,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.0,0.0,0.0,1,89.83333333,90.16666667,90.0,0,1,1,1,0,1,0
Local,Sí,0.0,82.5,5,1.0,0.0,0.2,0,90.5,94.75,92.2,0,1,1,1,0,1,0
Local,No,0.0,82.0,7,1.0,0.0,0.0,1,89.42857143,93.375,92.25,0,1,1,1,0,1,0
Local,No,0.0,96.5,7,1.0,0.4,0.0,1,89.125,93.44444444,91.88888889,1,0,1,1,0,1,0
Local,No,0.0,73.0,7,1.0,0.0,0.0,1,88.66666667,91.77777778,91.45454545,0,1,1,1,0,1,0
Local,No,0.0,76.0,4,1.0,0.0,0.0,1,77.25,89.4,82.73529412,0,1,1,1,0,1,0
Local,No,0.0,79.5,7,1.0,0.0,0.25,0,82.125,57.0,78.18518519,1,0,1,1,0,1,0
Local,No,0.0,75.5,7,1.0,0.0,0.0,0,81.3,0.0,85.38888889,0,1,1,1,0,1,0
Local,Sin información,0.0,75.5,7,1.0,0.0,0.0,1,90.4,91.0,90.44444444,0,1,1,1,0,1,0
Local,Sin información,0.0,89.0,1,1.0,0.0,0.0,1,90.14285714,94.0,92.08333333,0,1,1,0,1,1,0
Local,No,0.0,76.0,3,1.0,0.0,0.0,0,78.25,79.22222222,76.07692308,1,0,1,0,1,1,0
Local,No,0.0,99.0,7,1.0,0.0,0.0,1,96.5,97.5,96.83333333,0,1,1,1,0,1,0
Local,No,0.0,83.5,4,1.0,0.0,0.0,1,87.25,92.14285714,91.15384615,0,1,1,1,0,1,0
SI: Nacional,Sin información,0.0,87.0,7,0.9375,0.0,0.0,1,78.36363636,85.0,86.02631579,0,1,1,1,0,1,0
Local,Sin información,0.0,76.0,7,1.0,0.0,0.0,1,89.85714286,91.375,90.75,0,1,1,0,1,1,0
SI: Nacional,No,0.0,76.0,2,1.0,0.0,0.0,1,87.5,90.6,90.25,0,1,1,0,1,1,0
Local,No,0.0,76.0,7,0.666666667,0.0,0.0,1,0.0,0.0,0.0,0,1,1,1,0,1,0
Local,No,0.0,92.0,7,1.0,0.0,0.0,1,96.3,94.3,95.55555556,0,1,1,1,0,1,0
Local,No,0.0,72.5,5,1.0,0.0,0.0,1,87.4,85.2,86.22222222,0,1,1,1,0,1,0
Local,No,0.0,87.0,7,1.0,0.25,0.25,1,92.1,90.7,91.05555556,0,1,1,1,0,1,0
SI: Nacional,Sin información,0.0,78.0,7,1.104166667,0.0,0.0,1,75.0,0.0,82.15,0,1,1,1,0,1,0
Local,No,0.0,70.0,2,0.666666667,0.0,0.0,1,84.0,86.4,85.70833333,1,0,1,1,0,1,0
Local,No,0.0,71.0,7,0.833333333,0.0,0.0,1,73.66666667,82.11111111,77.70588235,1,0,1,1,0,1,0
Local,No,0.0,93.0,7,1.0,0.2,0.0,0,81.0,0.0,78.08333333,1,0,1,1,0,1,0
Local,Sí,0.0,81.0,4,1.0,0.0,0.0,0,84.7,0.0,83.27777778,0,1,1,1,0,1,0
Local,Sí,0.0,91.5,4,1.0,0.2,0.2,1,94.8,93.0,94.08333333,0,1,1,1,0,1,0
Local,No,0.0,96.0,7,1.0,0.0,0.0,1,94.0,94.75,94.94444444,1,0,1,0,1,1,0
Local,No,0.0,72.0,7,1.0,0.0,0.25,1,87.4,87.8,87.5,0,1,1,1,0,1,0
Local,No,0.0,77.5,7,1.0,0.0,0.0,1,81.57142857,93.375,87.16666667,1,0,1,1,0,1,0
Local,No,0.0,81.5,1,1.0,0.0,0.0,1,90.5,93.6,92.19444444,0,1,1,0,1,1,0
Local,Sin información,0.0,95.0,7,1.0,0.45,0.25,1,89.0,92.22222222,91.13888889,1,0,1,1,0,1,0
SI: Nacional,No,40.0,76.0,4,1.0,0.0,0.0,0,74.875,82.7,79.05128205,1,0,1,0,1,1,0
Local,No,0.0,81.0,7,1.0,0.2,0.2,1,91.66666667,95.0,93.33333333,0,1,1,1,0,1,0
Local,No,0.0,67.0,7,1.0,0.0,0.0,1,82.9,83.3,83.66666667,0,1,1,1,0,1,0
SI: Nacional,No,0.0,94.5,4,1.0,0.0,0.0,1,88.5,86.0,92.13888889,0,1,1,0,1,1,0
Local,No,0.0,88.5,7,1.0,0.0,0.0,1,84.875,92.88888889,88.52777778,1,0,1,1,0,1,0
Local,No,0.0,64.5,1,1.0,0.0,0.0,1,79.8,80.6,80.5,0,1,1,1,0,1,0
Local,No,0.0,85.0,7,1.0,0.0,0.0,1,87.875,87.66666667,89.22222222,1,0,1,1,0,1,0
Local,No,0.0,71.5,2,1.0,0.0,0.0,1,92.16666667,90.83333333,91.5,0,1,1,0,1,1,0
Local,Sí,0.0,80.0,4,1.0,0.0,0.0,0,86.7,81.8,88.75,0,1,1,0,1,1,0
Local,No,0.0,49.0,4,1.0,0.0,0.0,1,89.9,92.3,92.16666667,0,1,1,1,0,1,0
Local,No,0.0,76.5,7,1.0,0.15,0.15,1,86.5,86.125,86.63888889,1,0,1,1,0,1,0
SI: Nacional,No,0.0,77.5,7,1.0,0.0,0.0,1,93.7,95.2,93.80555556,0,1,1,1,0,1,0
Local,Sí,0.0,80.0,5,1.0,0.6,0.0,1,81.66666667,83.9,83.65714286,0,1,1,1,0,1,0
Local,No,0.0,87.5,7,1.0,0.0,0.0,0,90.5,72.0,86.41666667,0,1,1,1,0,1,0
SI: Nacional,No,40.0,85.0,7,1.104166667,0.899999978,0.0,1,83.4,83.5,87.90243902,0,1,1,1,0,1,0
SI: Nacional,No,0.0,94.0,7,1.0,0.0,0.0,1,93.5,95.85714286,95.70833333,0,1,1,1,0,1,0
SI: Nacional,No,0.0,65.5,7,1.0,0.0,0.0,1,85.1,72.6,79.58333333,0,1,1,1,0,1,0
SI: Nacional,No,0.0,78.0,7,1.0,0.9,0.0,1,87.11111111,88.33333333,89.61111111,0,1,1,1,0,1,0
SI: Nacional,No,0.0,73.0,5,1.0,0.0,0.0,1,87.25,80.18181818,83.45454545,0,1,1,1,0,1,0
SI: Nacional,No,0.0,83.5,7,1.0,0.0,0.0,1,92.33333333,93.75,93.93939394,0,1,1,1,0,1,0
Local,No,0.0,80.5,7,1.0,0.25,0.25,1,91.28571429,83.44444444,85.5,1,0,1,1,0,1,0
Local,No,0.0,94.0,7,1.0,0.45,0.25,1,91.75,92.0,91.70588235,1,0,1,1,0,1,0
Local,No,0.0,76.0,7,1.0,0.5,0.0,1,86.7,91.3,89.41666667,0,1,1,1,0,1,0
SI: Nacional,No,0.0,81.0,7,1.0,0.0,0.0,1,92.85714286,86.625,90.52777778,0,1,1,1,0,1,0
Local,No,0.0,76.5,7,1.0,0.15,0.15,1,92.0,94.8,94.75,0,1,1,1,0,1,0
Local,No,0.0,74.5,7,1.0,0.15,0.15,1,92.9,96.4,95.19444444,0,1,1,1,0,1,0
SI: Nacional,No,40.0,100.0,7,1.0,0.5,0.0,1,97.25,92.44444444,95.41666667,0,1,1,1,0,1,0
Local,No,0.0,93.0,7,1.0,0.4,0.0,1,96.3,95.4,96.25,0,1,1,1,0,1,0
Local,No,40.0,82.74521609790698,6,1.0,0.35,0.25,1,89.5,94.5,93.16666667,0,1,1,1,0,1,0
Local,No,0.0,86.0,7,1.0,0.1,0.0,1,90.375,92.0,91.05555556,1,0,1,1,0,1,0
SI: Nacional,No,0.0,70.0,7,1.0,0.25,0.25,1,92.77777778,91.66666667,91.2,0,1,1,1,0,1,0
Local,No,0.0,92.5,7,1.0,0.25,0.25,1,92.0,96.1,93.97222222,0,1,1,1,0,1,0
SI: Nacional,No,0.0,73.0,7,1.0,0.0,0.0,1,88.6,92.5,90.77777778,0,1,1,1,0,1,0
SI: Nacional,No,0.0,95.0,7,1.0,0.3,0.0,1,87.57142857,91.75,90.97222222,0,1,1,1,0,1,0
Local,No,0.0,95.0,7,1.0,0.4,0.0,1,95.7,97.33333333,96.58333333,0,1,1,1,0,1,0
Local,No,0.0,74.5,7,1.0,0.5,0.0,1,83.6,88.9,87.41666667,0,1,1,1,0,1,0
Local,No,0.0,77.5,7,1.0,0.5,0.1,1,89.25,92.22222222,90.75,1,0,1,1,0,1,0
Local,No,0.0,92.5,7,1.0,0.4,0.0,1,96.1,96.33333333,96.69444444,0,1,1,1,0,1,0
SI: Nacional,No,0.0,94.0,7,1.0,0.0,0.0,1,91.83333333,95.16666667,93.5,0,1,1,1,0,1,0
SI: Nacional,No,0.0,77.5,7,1.0,0.0,0.0,1,87.85714286,94.77777778,91.82051282,0,1,1,1,0,1,0
Local,No,0.0,82.5,7,1.0,0.7,0.0,1,90.9,96.1,94.38888889,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.4,0.0,1,92.3,95.1,94.77777778,0,1,1,1,0,1,0
SI: Nacional,No,0.0,80.5,7,1.0,0.0,0.0,0,82.77777778,88.0,86.09090909,0,1,1,1,0,1,0
Local,Sí,0.0,74.5,7,1.0,0.2,0.0,1,92.8,95.4,95.11111111,0,1,1,1,0,1,0
Local,No,0.0,87.0,7,1.0,0.4,0.0,1,89.75,85.0,86.72222222,1,0,1,1,0,1,0
Local,No,0.0,73.5,7,1.0,0.2,0.2,1,89.25,90.375,90.22222222,1,0,1,1,0,1,0
Local,No,0.0,77.5,7,1.0,0.35,0.25,1,90.8,93.6,92.94444444,0,1,1,1,0,1,0
SI: Nacional,No,29.0,83.5,7,1.0,0.15,0.15,0,87.22222222,0.0,86.64705882,0,1,1,1,0,1,0
Local,No,0.0,73.5,7,1.0,0.5,0.0,1,90.3,90.3,91.22222222,0,1,1,1,0,1,0
Local,No,0.0,96.0,7,1.0,0.0,0.0,1,92.8,95.6,94.91666667,0,1,1,1,0,1,0
SI: Nacional,Sin información,0.0,87.5,7,1.0,0.6,0.0,1,94.42857143,95.875,95.5,1,0,1,1,0,1,0
SI: Nacional,No,0.0,77.0,7,1.0,0.0,0.0,1,81.55555556,87.22222222,84.55555556,0,1,1,1,0,1,0
SI: Nacional,No,0.0,77.0,7,1.0,0.0,0.0,1,84.125,90.22222222,87.75,1,0,1,1,0,1,0
SI: Nacional,No,0.0,74.0,6,1.0,0.0,0.0,1,86.75,93.7,90.44444444,0,1,1,1,0,1,0
SI: Nacional,No,0.0,71.0,7,1.0,0.0,0.0,1,84.83333333,88.66666667,87.38461538,0,1,1,1,0,1,0
SI: Nacional,No,0.0,72.5,1,1.166666667,0.0,0.0,1,80.75,79.33333333,82.05405405,0,1,1,1,0,1,0
SI: Nacional,No,0.0,79.5,7,1.0,0.2,0.2,1,93.25,95.88888889,95.97435897,1,0,1,1,0,1,0
SI: Nacional,No,0.0,73.0,7,1.0,0.0,0.0,1,93.4,94.83333333,93.0,0,1,1,1,0,1,0
SI: Nacional,No,0.0,77.0,7,1.0,0.0,0.0,0,86.88888889,0.0,88.13333333,0,1,1,1,0,1,0
SI: Nacional,No,0.0,85.0,7,1.0,0.0,0.0,1,94.5,98.0,96.25,0,1,1,1,0,1,0
SI: Nacional,No,34.0,82.74521609790698,6,1.0,0.0,0.0,1,91.33333333,86.8,89.27272727,0,1,1,1,0,1,0
Local,No,0.0,79.0,7,1.0,0.6,0.0,1,82.0,77.11111111,79.36111111,1,0,1,1,0,1,0
SI: Nacional,No,0.0,90.5,7,1.0,0.5,0.2,1,95.28571429,96.25,95.22222222,1,0,1,1,0,1,0
Local,No,0.0,67.0,4,1.0,0.0,0.0,1,82.8,87.8,83.5,0,1,1,1,0,1,0
SI: Nacional,No,0.0,78.0,1,1.0,0.2,0.0,1,93.5,96.6,94.91666667,0,1,1,1,0,1,0
SI: Nacional,No,0.0,72.0,4,1.0,0.0,0.0,1,89.77777778,76.11111111,80.84848485,0,1,1,1,0,1,0
SI: Nacional,No,0.0,68.5,7,1.0,0.0,0.0,0,74.28571429,0.0,73.77777778,0,1,1,1,0,1,0
SI: Nacional,Sí,0.0,70.0,7,1.0,0.0,0.0,1,88.66666667,91.5,89.525,0,1,1,1,0,1,0
Local,No,0.0,74.5,7,1.0,0.25,0.25,1,89.1,92.8,92.05555556,0,1,1,1,0,1,0
Local,No,38.0,82.74521609790698,6,1.0,0.25,0.25,1,96.5,96.22222222,95.97222222,1,0,1,1,0,1,0
SI: Nacional,No,42.0,82.74521609790698,5,1.0,0.4,0.25,1,86.55555556,82.11111111,83.48571429,0,1,1,1,0,1,0
Local,No,46.0,82.74521609790698,6,1.0,0.15,0.0,1,95.75,93.875,94.5,1,0,1,1,0,1,0
Local,No,30.0,82.74521609790698,5,1.0,0.1,0.1,1,93.5,97.8,96.63888889,0,1,1,1,0,1,0
Local,No,36.0,82.74521609790698,6,1.0,0.1,0.1,1,93.5,92.875,93.11111111,1,0,1,1,0,1,0
Local,No,44.0,82.74521609790698,6,1.0,0.7,0.0,1,97.3,97.5,98.13888889,0,1,1,1,0,1,0
Local,No,34.0,82.74521609790698,6,1.0,0.0,0.0,1,76.0,82.11111111,80.42424242,1,0,1,1,0,1,0
Local,No,48.0,82.74521609790698,3,1.0,0.2,0.0,1,92.2,93.5,94.08333333,0,1,1,1,0,0,1
Local,No,23.0,82.74521609790698,4,1.0,0.4,0.0,1,95.6,97.9,96.94444444,0,1,1,1,0,1,0
SI: Extranjero,No,46.0,82.74521609790698,5,1.0,0.0,0.0,1,94.9,97.3,96.66666667,0,1,1,1,0,1,0
Local,No,22.0,82.74521609790698,4,1.0,0.25,0.25,1,86.42857143,89.0,86.83333333,1,0,1,1,0,1,0
Local,Sí,50.0,82.74521609790698,1,1.0,0.2,0.0,1,82.875,93.0,87.80555556,1,0,1,1,0,0,1
Local,Sí,50.0,82.74521609790698,6,1.0,0.5,0.0,1,95.3,94.55555556,96.19444444,0,1,1,1,0,1,0
Local,Sí,33.0,82.74521609790698,4,1.0,0.0,0.0,1,85.44444444,88.5,87.77777778,0,1,1,1,0,1,0
Local,No,29.0,82.74521609790698,6,1.0,0.0,0.2,0,92.2,94.4,93.5,0,1,1,1,0,1,0
Local,No,33.0,82.74521609790698,3,1.0,0.0,0.0,0,93.7,97.0,95.66666667,0,1,1,1,0,1,0
Local,No,0.0,90.0,6,1.0,0.4,0.0,1,97.5,99.0,98.33333333,0,1,1,1,0,1,0
Local,No,30.0,82.74521609790698,4,1.0,0.3,0.2,1,89.55555556,90.28571429,90.36363636,0,1,1,1,0,1,0
Local,No,0.0,75.0,7,1.0,0.0,0.0,1,91.1,91.3,91.5,0,1,1,1,0,1,0
Local,No,0.0,89.0,7,1.0,0.35,0.25,1,92.4,95.8,95.0,0,1,1,1,0,1,0
Local,Sí,0.0,81.0,7,1.0,0.25,0.25,1,83.1,90.3,88.16666667,0,1,1,1,0,1,0
Local,No,0.0,55.0,7,0.708333333,0.0,0.0,1,73.28571429,75.8,77.0,0,1,1,1,0,1,0
SI: Nacional,No,0.0,70.0,7,1.0,0.0,0.0,1,85.5,93.66666667,89.58333333,0,1,1,1,0,1,0
Local,No,44.0,82.74521609790698,7,1.0,0.25,0.25,1,89.5,95.375,92.22222222,1,0,1,1,0,1,0
SI: Nacional,No,36.0,82.74521609790698,6,1.0,0.2,0.2,1,88.625,96.0,93.25,1,0,1,1,0,1,0
Local,No,0.0,65.5,7,1.0,0.0,0.0,1,82.0,87.6,84.77777778,0,1,1,0,1,1,0
SI: Nacional,No,25.0,82.74521609790698,6,1.0,0.0,0.0,1,90.77777778,96.2,93.88888889,0,1,1,1,0,1,0
Local,No,0.0,84.5,7,1.0,0.4,0.0,1,94.625,95.66666667,95.41666667,1,0,1,1,0,1,0
Local,No,0.0,60.0,7,1.0,0.0,0.25,1,70.6,73.0,70.4,0,1,1,1,0,1,0
Local,No,0.0,78.5,7,1.0,0.0,0.0,1,86.2,84.4,86.66666667,0,1,1,1,0,1,0
SI: Nacional,No,0.0,90.0,7,1.0,0.15,0.15,1,93.71428571,92.125,93.19444444,0,1,1,1,0,1,0
Local,No,0.0,92.5,7,1.0,0.6,0.0,1,90.4,95.55555556,94.36111111,0,1,1,1,0,1,0
SI: Nacional,No,0.0,85.0,7,0.666666667,0.250000001,0.250000001,1,91.75,94.4,93.22222222,0,1,1,1,0,1,0
Local,No,0.0,80.5,7,1.0,0.4,0.2,1,85.7,94.88888889,92.33333333,0,1,1,1,0,1,0
Local,No,0.0,91.0,7,1.0,0.5,0.0,1,84.5,94.5,92.0,1,0,1,1,0,1,0
SI: Nacional,No,44.0,88.5,7,1.0,0.45,0.25,1,87.77777778,87.0,90.57142857,0,1,1,1,0,1,0
Local,No,0.0,63.0,7,1.0,0.4,0.0,1,79.9,91.2,86.19444444,0,1,1,1,0,1,0
SI: Nacional,No,0.0,79.5,4,1.041666667,0.0,0.0,1,84.2,87.44444444,88.7027027,0,1,1,1,0,1,0
Local,No,0.0,71.5,7,1.0,0.5,0.0,1,78.5,84.09090909,82.81081081,0,1,1,1,0,1,0
Local,No,0.0,96.0,7,1.0,0.25,0.25,1,88.125,91.44444444,89.97222222,1,0,1,1,0,1,0
Local,Sin información,0.0,81.5,5,1.0,0.4,0.0,1,83.6,88.7,87.58333333,0,1,1,1,0,1,0
SI: Nacional,No,0.0,86.0,7,1.0,0.45,0.0,1,86.85714286,86.57142857,87.77777778,0,1,1,1,0,1,0
SI: Nacional,No,0.0,93.0,7,1.0,0.2,0.2,1,89.125,98.0,93.91666667,1,0,1,1,0,1,0
Local,Sin información,0.0,61.5,7,1.0,0.4,0.0,1,86.7,90.2,89.97222222,0,1,1,1,0,1,0
Local,No,0.0,98.0,4,1.0,0.6,0.0,1,93.0,94.9,94.86111111,0,1,1,1,0,1,0
Local,No,0.0,96.0,7,1.0,0.35,0.25,1,93.625,95.22222222,95.05555556,1,0,1,1,0,1,0
Local,Sí,0.0,70.0,7,1.0,0.0,0.0,1,83.0,74.75,79.52777778,0,1,1,1,0,1,0
SI: Nacional,No,0.0,82.5,3,1.0,0.4,0.0,1,96.0,93.16666667,94.33333333,0,1,1,1,0,1,0
SI: Nacional,No,0.0,97.0,6,1.0,0.0,0.0,1,95.75,90.4,93.27272727,0,1,1,1,0,1,0
Local,No,0.0,72.0,6,1.0,0.5,0.0,1,78.2,90.4,86.44444444,0,1,1,1,0,1,0
SI: Nacional,No,0.0,80.5,7,1.041666667,0.0,0.0,0,71.875,76.375,79.71428571,0,1,1,1,0,1,0
SI: Nacional,No,0.0,82.0,4,1.0,0.0,0.0,1,90.14285714,90.11111111,88.94594595,1,0,1,1,0,1,0
Local,No,0.0,86.0,7,1.0,0.45,0.25,1,93.1,93.0,93.41666667,0,1,1,1,0,1,0
Local,No,0.0,87.5,3,1.0,0.25,0.25,1,73.125,72.22222222,72.63888889,1,0,1,1,0,1,0
Local,No,0.0,96.5,7,1.0,0.45,0.25,1,90.375,93.5,92.05555556,1,0,1,1,0,1,0
Local,No,0.0,88.0,7,1.0,0.25,0.25,1,89.125,84.88888889,87.19444444,1,0,1,1,0,1,0
Local,No,0.0,76.5,5,1.0,0.5,0.0,1,90.5,92.6,93.41666667,0,1,1,1,0,1,0
Local,No,0.0,88.0,7,1.0,0.25,0.25,1,89.375,87.25,88.75757576,1,0,1,1,0,1,0
SI: Nacional,No,0.0,84.0,7,1.0,0.0,0.0,1,83.85714286,86.11111111,84.77777778,1,0,1,1,0,1,0
Local,No,0.0,85.0,7,1.0,0.2,0.2,1,87.875,93.55555556,91.02777778,1,0,1,1,0,1,0
Local,No,0.0,88.5,6,1.0,0.35,0.25,1,88.875,94.125,92.0,1,0,1,1,0,1,0
